x,y,z,yaw,pitch,roll
-0.49,0.10,0.70,83.98,-9.50,-4.55
-0.49,0.10,0.70,83.98,-9.50,5.45
-0.49,0.10,0.70,-24.02,14.50,5.45
-0.49,0.10,0.70,-24.02,-9.50,-4.55
-0.49,0.10,0.70,11.98,-9.50,10.45
-0.49,0.10,0.70,-132.02,0.50,5.45
-0.49,0.10,0.70,-132.02,-16.50,0.45
-0.49,0.10,0.70,47.98,7.50,0.45
-0.49,0.10,0.70,119.98,0.50,-9.55
-0.49,0.10,0.70,83.98,-16.50,10.45
-0.49,0.10,0.70,11.98,7.50,5.45
-0.49,0.10,0.70,83.98,0.50,-14.55
-0.49,0.10,0.70,-60.02,-9.50,-14.55
-0.49,0.10,0.70,-96.02,-9.50,5.45
-0.49,0.10,0.70,-168.02,-16.50,-9.55
-0.49,0.10,0.70,-168.02,14.50,-4.55
-0.49,0.10,0.70,-60.02,14.50,10.45
-0.49,0.10,0.70,-168.02,-9.50,-14.55
-0.49,0.10,0.70,11.98,0.50,10.45
-0.49,0.10,0.70,83.98,-16.50,-4.55
-0.49,0.10,0.70,119.98,0.50,-14.55
-0.49,0.10,0.70,-24.02,-16.50,0.45
-0.49,0.10,0.70,-96.02,14.50,-14.55
-0.49,0.10,0.70,-132.02,-9.50,5.45
-0.49,0.10,0.70,155.98,0.50,-14.55
-0.49,0.10,0.70,11.98,14.50,-9.55
-0.49,0.10,0.70,83.98,7.50,-14.55
-0.49,0.10,0.70,-168.02,14.50,-14.55
-0.49,0.10,0.70,11.98,-16.50,0.45
-0.49,0.10,0.70,11.98,0.50,5.45
-0.49,0.10,0.70,11.98,-9.50,0.45
-0.49,0.10,0.70,11.98,7.50,10.45
-0.49,0.10,0.70,-168.02,7.50,5.45
-0.49,0.10,0.70,83.98,7.50,-4.55
-0.49,0.10,0.70,155.98,7.50,5.45
-0.49,0.10,0.70,83.98,-9.50,0.45
-0.49,0.10,0.70,47.98,14.50,-9.55
-0.49,0.10,0.70,-60.02,-9.50,-9.55
-0.49,0.10,0.70,-24.02,-9.50,10.45
-0.49,0.10,0.70,-168.02,14.50,0.45
-0.49,0.10,0.70,-96.02,0.50,-4.55
-0.49,0.10,0.70,155.98,7.50,-14.55
-0.49,0.10,0.70,-96.02,7.50,-14.55
-0.49,0.10,0.70,-168.02,0.50,-14.55
-0.49,0.10,0.70,-168.02,-9.50,-4.55
-0.49,0.10,0.70,-96.02,-9.50,-14.55
-0.49,0.10,0.70,-168.02,14.50,10.45
-0.49,0.10,0.70,119.98,14.50,-14.55
-0.49,0.10,0.70,155.98,14.50,-9.55
-0.49,0.10,0.70,119.98,-9.50,0.45
-0.49,0.10,0.70,-132.02,-9.50,10.45
-0.49,0.10,0.70,83.98,14.50,0.45
-0.49,0.10,0.70,83.98,0.50,-9.55
-0.49,0.10,0.70,11.98,7.50,-4.55
-0.49,0.10,0.70,47.98,7.50,-4.55
-0.49,0.10,0.70,-96.02,7.50,0.45
-0.49,0.10,0.70,83.98,0.50,5.45
-0.49,0.10,0.70,83.98,-16.50,-14.55
-0.49,0.10,0.70,-132.02,-16.50,5.45
-0.49,0.10,0.70,155.98,7.50,0.45
-0.49,0.10,0.70,155.98,-9.50,-9.55
-0.49,0.10,0.70,11.98,14.50,-14.55
-0.49,0.10,0.70,11.98,-16.50,5.45
-0.49,0.10,0.70,47.98,0.50,10.45
-0.49,0.10,0.70,-132.02,-16.50,-14.55
-0.49,0.10,0.70,47.98,-16.50,-4.55
-0.49,0.10,0.70,47.98,7.50,10.45
-0.49,0.10,0.70,11.98,0.50,-14.55
-0.49,0.10,0.70,-24.02,0.50,-9.55
-0.49,0.10,0.70,11.98,-9.50,5.45
-0.49,0.10,0.70,-60.02,14.50,-14.55
-0.49,0.10,0.70,-60.02,14.50,5.45
-0.49,0.10,0.70,155.98,0.50,0.45
-0.49,0.10,0.70,-60.02,-16.50,0.45
-0.49,0.10,0.70,-132.02,-16.50,-9.55
-0.49,0.10,0.70,155.98,7.50,-4.55
-0.49,0.10,0.70,155.98,0.50,-9.55
-0.49,0.10,0.70,-96.02,-9.50,10.45
-0.49,0.10,0.70,-96.02,0.50,-14.55
-0.49,0.10,0.70,11.98,7.50,0.45
-0.49,0.10,0.70,47.98,-16.50,-9.55
-0.49,0.10,0.70,47.98,-9.50,5.45
-0.49,0.10,0.70,119.98,0.50,-4.55
-0.49,0.10,0.70,155.98,-9.50,5.45
-0.49,0.10,0.70,11.98,-9.50,-4.55
-0.49,0.10,0.70,-60.02,-16.50,-14.55
-0.49,0.10,0.70,-60.02,-9.50,10.45
-0.49,0.10,0.70,-168.02,0.50,5.45
-0.49,0.10,0.70,83.98,7.50,-9.55
-0.49,0.10,0.70,-132.02,7.50,5.45
-0.49,0.10,0.70,-60.02,0.50,10.45
-0.49,0.10,0.70,-60.02,-9.50,-4.55
-0.49,0.10,0.70,119.98,-9.50,-4.55
-0.49,0.10,0.70,-96.02,7.50,-9.55
-0.49,0.10,0.70,155.98,-16.50,10.45
-0.49,0.10,0.70,119.98,-16.50,0.45
-0.49,0.10,0.70,83.98,-9.50,10.45
-0.49,-1.90,0.80,-159.23,0.29,-2.36
-0.49,-1.90,0.80,56.77,-16.71,12.64
-0.49,-1.90,0.80,-51.23,-9.71,-7.36
-0.49,-1.90,0.80,128.77,7.29,-7.36
-0.49,-1.90,0.80,-87.23,14.29,-7.36
-0.49,-1.90,0.80,-123.23,14.29,-2.36
-0.49,-1.90,0.80,20.77,-16.71,7.64
-0.49,-1.90,0.80,128.77,7.29,12.64
-0.49,-1.90,0.80,128.77,-9.71,-7.36
-0.49,-1.90,0.80,-15.23,-9.71,12.64
-0.49,-1.90,0.80,-87.23,14.29,12.64
-0.49,-1.90,0.80,-123.23,0.29,-12.36
-0.49,-1.90,0.80,-15.23,-16.71,12.64
-0.49,-1.90,0.80,-15.23,7.29,12.64
-0.49,-1.90,0.80,56.77,0.29,-12.36
-0.49,-1.90,0.80,-15.23,14.29,-7.36
-0.49,-1.90,0.80,128.77,0.29,-2.36
-0.49,-1.90,0.80,92.77,-9.71,2.64
-0.49,-1.90,0.80,164.77,7.29,2.64
-0.49,-1.90,0.80,128.77,0.29,7.64
-0.49,-1.90,0.80,164.77,-9.71,-2.36
-0.49,-1.90,0.80,-87.23,-16.71,-12.36
-0.49,-1.90,0.80,128.77,-16.71,12.64
-0.49,-1.90,0.80,-123.23,-9.71,7.64
-0.49,-1.90,0.80,92.77,-9.71,-12.36
-0.49,-1.90,0.80,20.77,7.29,-7.36
-0.49,-1.90,0.80,-159.23,-16.71,7.64
-0.49,-1.90,0.80,-87.23,0.29,7.64
-0.49,-1.90,0.80,20.77,0.29,7.64
-0.49,-1.90,0.80,-51.23,0.29,2.64
-0.49,-1.90,0.80,56.77,7.29,12.64
-0.49,-1.90,0.80,-87.23,7.29,-12.36
-0.49,-1.90,0.80,56.77,-9.71,-12.36
-0.49,-1.90,0.80,164.77,0.29,7.64
-0.49,-1.90,0.80,164.77,-9.71,2.64
-0.49,-1.90,0.80,-123.23,14.29,7.64
-0.49,-1.90,0.80,20.77,-9.71,7.64
-0.49,-1.90,0.80,92.77,0.29,12.64
-0.49,-1.90,0.80,-159.23,-16.71,-7.36
-0.49,-1.90,0.80,-159.23,14.29,-2.36
-0.49,-1.90,0.80,-87.23,7.29,12.64
-0.49,-1.90,0.80,-123.23,-16.71,-12.36
-0.49,-1.90,0.80,128.77,7.29,-2.36
-0.49,-1.90,0.80,56.77,0.29,2.64
-0.49,-1.90,0.80,-51.23,7.29,7.64
-0.49,-1.90,0.80,-15.23,14.29,-2.36
-0.49,-1.90,0.80,20.77,7.29,-2.36
-0.49,-1.90,0.80,92.77,-16.71,2.64
-0.49,-1.90,0.80,-51.23,14.29,-7.36
-0.49,-1.90,0.80,-123.23,0.29,-2.36
-0.49,-1.90,0.80,92.77,0.29,-12.36
-0.49,-1.90,0.80,164.77,-9.71,-12.36
-0.49,-1.90,0.80,164.77,-16.71,12.64
-0.49,-1.90,0.80,20.77,14.29,-12.36
-0.49,-1.90,0.80,-87.23,-9.71,2.64
-0.49,-1.90,0.80,-159.23,0.29,12.64
-0.49,-1.90,0.80,-51.23,-16.71,2.64
-0.49,-1.90,0.80,128.77,14.29,-12.36
-0.49,-1.90,0.80,-87.23,0.29,2.64
-0.49,-1.90,0.80,-51.23,-9.71,7.64
-0.49,-1.90,0.80,-15.23,14.29,2.64
-0.49,-1.90,0.80,-51.23,7.29,12.64
-0.49,-1.90,0.80,164.77,0.29,-2.36
-0.49,-1.90,0.80,-51.23,-9.71,2.64
-0.49,-1.90,0.80,56.77,-16.71,-12.36
-0.49,-1.90,0.80,-51.23,7.29,2.64
-0.49,-1.90,0.80,20.77,0.29,-12.36
-0.49,-1.90,0.80,56.77,0.29,12.64
-0.49,-1.90,0.80,-159.23,0.29,7.64
-0.49,-1.90,0.80,-159.23,14.29,-7.36
-0.49,-1.90,0.80,-159.23,14.29,-12.36
-0.49,-1.90,0.80,20.77,-16.71,12.64
-0.49,-1.90,0.80,-87.23,7.29,7.64
-0.49,-1.90,0.80,-87.23,14.29,-12.36
-0.49,-1.90,0.80,-159.23,-16.71,-2.36
-0.49,-1.90,0.80,164.77,-9.71,7.64
-0.49,-1.90,0.80,-51.23,-16.71,-7.36
-0.49,-1.90,0.80,-123.23,14.29,-12.36
-0.49,-1.90,0.80,-123.23,7.29,-12.36
-0.49,-1.90,0.80,128.77,-16.71,-2.36
-0.49,-1.90,0.80,164.77,-16.71,2.64
-0.49,-1.90,0.80,164.77,14.29,12.64
-0.49,-1.90,0.80,128.77,-9.71,12.64
-0.49,-1.90,0.80,-15.23,0.29,-12.36
-0.49,-1.90,0.80,164.77,14.29,2.64
-0.49,-1.90,0.80,-87.23,-16.71,-2.36
-0.49,-1.90,0.80,128.77,14.29,12.64
-0.49,-1.90,0.80,56.77,14.29,12.64
-0.49,-1.90,0.80,-15.23,-9.71,2.64
-0.49,-1.90,0.80,-15.23,14.29,-12.36
-0.49,-1.90,0.80,164.77,-16.71,7.64
-0.49,-1.90,0.80,-123.23,7.29,12.64
-0.49,-1.90,0.80,-15.23,0.29,-2.36
-0.49,-1.90,0.80,56.77,0.29,-7.36
-0.49,-1.90,0.80,-87.23,7.29,-7.36
-0.49,-1.90,0.80,128.77,-9.71,-12.36
-0.49,-1.90,0.80,-15.23,7.29,-12.36
-0.49,-1.90,0.80,92.77,0.29,-7.36
-0.49,-1.90,0.80,128.77,14.29,-2.36
-0.49,-1.90,0.80,20.77,-9.71,-7.36
-0.49,-1.90,0.80,-159.23,-9.71,-7.36
-0.49,-1.90,0.80,92.77,0.29,7.64
-0.49,-1.90,0.80,-123.23,7.29,-2.36
-0.49,-1.90,0.80,-15.23,-16.71,-2.36
-0.49,-1.90,0.80,-15.23,7.29,-2.36
-0.49,-1.90,0.80,128.77,-16.71,-7.36
-0.49,-1.90,0.80,56.77,-9.71,2.64
-0.49,-1.90,0.80,-87.23,14.29,2.64
-0.49,-1.90,0.80,-15.23,-16.71,7.64
-0.49,-1.90,0.80,-123.23,-16.71,-7.36
-0.49,-1.90,0.80,20.77,14.29,-7.36
-0.49,-1.90,0.80,92.77,7.29,-7.36
-0.49,-1.90,0.80,56.77,-9.71,12.64
-0.49,-1.90,0.80,-123.23,0.29,2.64
-0.49,-1.90,0.80,-123.23,-9.71,2.64
-0.49,-1.90,0.80,20.77,14.29,2.64
-0.49,-1.90,0.80,-123.23,-16.71,-2.36
-0.49,-1.90,0.80,-87.23,-16.71,-7.36
-0.49,-1.90,0.80,-87.23,7.29,-2.36
-0.49,-1.90,0.80,164.77,-9.71,-7.36
-0.49,-1.90,0.80,164.77,14.29,7.64
-0.49,-1.90,0.80,-87.23,7.29,2.64
-0.49,-1.90,0.80,-51.23,14.29,2.64
-0.49,-1.90,0.80,20.77,14.29,-2.36
-0.49,-1.90,0.80,164.77,7.29,12.64
-0.49,-1.90,0.80,-51.23,14.29,12.64
-0.49,-1.90,0.80,-159.23,0.29,-7.36
-0.49,-1.90,0.80,-159.23,-9.71,-2.36
-0.49,-1.90,0.80,92.77,0.29,2.64
-0.49,-1.90,0.80,-87.23,14.29,7.64
-0.49,-1.90,0.80,92.77,14.29,-12.36
-0.49,-1.90,0.80,56.77,7.29,-2.36
-0.49,-1.90,0.80,-51.23,7.29,-7.36
-0.49,-1.90,0.80,128.77,-9.71,7.64
-0.49,-1.90,0.80,20.77,-9.71,2.64
-0.49,-1.90,0.80,-51.23,0.29,-12.36
-0.49,-1.90,0.80,-51.23,0.29,12.64
-0.49,-1.90,0.80,56.77,-9.71,7.64
-0.49,-1.90,0.80,56.77,14.29,7.64
-0.49,-1.90,0.80,-159.23,7.29,-2.36
-0.49,-1.90,0.80,20.77,-16.71,-2.36
-0.49,-1.90,0.80,-123.23,7.29,-7.36
-0.49,-1.90,0.80,92.77,7.29,-2.36
-0.49,-1.90,0.80,20.77,-9.71,-12.36
-0.49,-1.90,0.80,-15.23,0.29,2.64
-0.49,-1.90,0.80,-159.23,0.29,2.64
-0.49,-1.90,0.80,-159.23,-16.71,-12.36
-0.49,-1.90,0.80,-159.23,-9.71,7.64
-0.49,-1.90,0.80,92.77,-16.71,7.64
-0.49,-1.90,0.80,164.77,7.29,-12.36
-0.49,-1.90,0.80,-87.23,-9.71,-2.36
-0.49,-1.90,0.80,164.77,14.29,-7.36
-0.49,-1.90,0.80,-159.23,7.29,7.64
-0.49,-1.90,0.80,92.77,7.29,7.64
-0.49,-1.90,0.80,-15.23,14.29,7.64
-0.49,-1.90,0.80,20.77,7.29,7.64
-0.49,-1.90,0.80,128.77,14.29,-7.36
-0.49,-1.90,0.80,-51.23,-16.71,-12.36
-0.49,-1.90,0.80,56.77,14.29,-2.36
-0.49,-1.90,0.80,56.77,7.29,7.64
-0.49,-1.90,0.80,-123.23,7.29,7.64
-0.49,-1.90,0.80,-159.23,-9.71,12.64
-0.49,-1.90,0.80,20.77,-16.71,-12.36
-0.49,-1.90,0.80,-159.23,7.29,-12.36
-0.49,-1.90,0.80,-51.23,7.29,-2.36
-0.49,-1.90,0.80,-87.23,14.29,-2.36
-0.49,-1.90,0.80,20.77,-16.71,2.64
-0.49,-1.90,0.80,164.77,0.29,-12.36
-0.49,-1.90,0.80,56.77,-16.71,7.64
-0.49,-1.90,0.80,-123.23,0.29,7.64
-0.49,-1.90,0.80,-15.23,7.29,7.64
-0.49,-1.90,0.80,92.77,7.29,-12.36
-0.49,-1.90,0.80,20.77,-9.71,12.64
-0.49,-1.90,0.80,-15.23,-9.71,7.64
-0.49,-1.90,0.80,-159.23,14.29,12.64
-0.49,-1.90,0.80,-123.23,0.29,-7.36
-0.49,-1.90,0.80,128.77,-16.71,-12.36
-0.49,-1.90,0.80,-87.23,-9.71,-12.36
-0.49,-1.90,0.80,-123.23,7.29,2.64
-0.49,-1.90,0.80,-15.23,-9.71,-2.36
-0.49,-1.90,0.80,-87.23,0.29,-12.36
-0.49,-1.90,0.80,-15.23,-9.71,-12.36
-0.49,-1.90,0.80,56.77,-16.71,-7.36
-0.49,-1.90,0.80,20.77,7.29,12.64
-0.49,-1.90,0.80,-51.23,-9.71,12.64
-0.49,-1.90,0.80,164.77,7.29,-2.36
-0.49,-1.90,0.80,-15.23,-16.71,-12.36
-0.49,-1.90,0.80,-159.23,-9.71,2.64
-0.49,-1.90,0.80,92.77,-16.71,-7.36
-0.49,-1.90,0.80,128.77,14.29,7.64
-0.49,-1.90,0.80,20.77,14.29,7.64
-0.49,-1.90,0.80,92.77,-9.71,12.64
-0.49,-1.90,0.80,128.77,0.29,2.64
-0.49,-1.90,0.80,92.77,14.29,-2.36
-0.49,-1.90,0.80,-87.23,-16.71,7.64
-0.49,-1.90,0.80,-159.23,7.29,-7.36
-0.49,-1.90,0.80,-15.23,14.29,12.64
-0.49,-1.90,0.80,92.77,-16.71,-2.36
-0.49,-1.90,0.80,-87.23,-9.71,7.64
-0.49,-1.90,0.80,92.77,-9.71,-2.36
-0.49,-1.80,0.70,-172.53,13.34,-0.81
-0.49,-1.80,0.70,79.47,13.34,-10.81
-0.49,-1.80,0.70,-136.53,6.34,-0.81
-0.49,-1.80,0.70,7.47,-17.66,9.19
-0.49,-1.80,0.70,7.47,13.34,14.19
-0.49,-1.80,0.70,151.47,-17.66,-0.81
-0.49,-1.80,0.70,7.47,-17.66,-10.81
-0.49,-1.80,0.70,43.47,-3.66,14.19
-0.49,-1.80,0.70,-100.53,-17.66,-10.81
-0.49,-1.80,0.70,43.47,13.34,-10.81
-0.49,-1.80,0.70,-100.53,-3.66,14.19
-0.49,-1.80,0.70,43.47,13.34,14.19
-0.49,-1.80,0.70,-136.53,-10.66,9.19
-0.49,-1.80,0.70,115.47,-17.66,-0.81
-0.49,-1.80,0.70,-28.53,13.34,-0.81
-0.49,-1.80,0.70,7.47,-10.66,-10.81
-0.49,-1.80,0.70,-28.53,6.34,-0.81
-0.49,-1.80,0.70,43.47,6.34,14.19
-0.49,-1.80,0.70,79.47,-3.66,-0.81
-0.49,-1.80,0.70,-172.53,-10.66,-0.81
-0.49,-1.80,0.70,-28.53,6.34,-10.81
-0.49,-1.80,0.70,151.47,6.34,-0.81
-0.49,-1.80,0.70,7.47,6.34,-5.81
-0.49,-1.80,0.70,79.47,-10.66,-10.81
-0.49,-1.80,0.70,-64.53,-17.66,9.19
-0.49,-1.80,0.70,-136.53,-17.66,-10.81
-0.49,-1.80,0.70,79.47,-3.66,4.19
-0.49,-1.80,0.70,79.47,-17.66,14.19
-0.49,-1.80,0.70,-172.53,-3.66,-5.81
-0.49,-1.80,0.70,-136.53,13.34,-0.81
-0.49,-1.80,0.70,115.47,13.34,9.19
-0.49,-1.80,0.70,43.47,-17.66,14.19
-0.49,-1.80,0.70,7.47,13.34,-0.81
-0.49,-1.80,0.70,151.47,-10.66,14.19
-0.49,-1.80,0.70,43.47,-10.66,-5.81
-0.49,-1.80,0.70,-136.53,6.34,9.19
-0.49,-1.80,0.70,43.47,-3.66,-5.81
-0.49,-1.80,0.70,-172.53,-3.66,14.19
-0.49,-1.80,0.70,-28.53,-17.66,9.19
-0.49,-1.80,0.70,-100.53,6.34,4.19
-0.49,-1.80,0.70,115.47,-17.66,9.19
-0.49,-1.80,0.70,7.47,-17.66,-0.81
-0.49,-1.80,0.70,-172.53,-3.66,4.19
-0.49,-1.80,0.70,79.47,6.34,-5.81
-0.49,-1.80,0.70,-172.53,13.34,14.19
-0.49,-1.80,0.70,-64.53,13.34,9.19
-0.49,-1.80,0.70,-172.53,6.34,-10.81
-0.49,-1.80,0.70,151.47,13.34,-0.81
-0.49,-1.80,0.70,43.47,6.34,-10.81
-0.49,-1.80,0.70,43.47,-17.66,-10.81
-0.49,-1.80,0.70,79.47,-3.66,-5.81
-0.49,-1.80,0.70,-172.53,-10.66,14.19
-0.49,-1.80,0.70,43.47,-3.66,-10.81
-0.49,-1.80,0.70,79.47,-17.66,9.19
-0.49,-1.80,0.70,-64.53,-17.66,-0.81
-0.49,-1.80,0.70,-136.53,13.34,4.19
-0.49,-1.80,0.70,79.47,-17.66,-0.81
-0.49,-1.80,0.70,-100.53,-10.66,9.19
-0.49,-1.80,0.70,43.47,13.34,-0.81
-0.49,-1.80,0.70,115.47,6.34,-10.81
-0.49,-1.80,0.70,151.47,-17.66,-10.81
-0.49,-1.80,0.70,-28.53,-17.66,4.19
-0.49,-1.80,0.70,-28.53,13.34,9.19
-0.49,-1.80,0.70,79.47,13.34,-0.81
-0.49,-1.80,0.70,7.47,6.34,-0.81
-0.49,-1.80,0.70,-64.53,6.34,-5.81
-0.49,-1.80,0.70,-100.53,13.34,-0.81
-0.49,-1.80,0.70,-28.53,-17.66,-0.81
-0.49,-1.80,0.70,-64.53,13.34,-0.81
-0.49,-1.80,0.70,151.47,6.34,14.19
-0.49,-1.80,0.70,-100.53,-10.66,4.19
-0.49,-1.80,0.70,-100.53,-3.66,-0.81
-0.49,-1.80,0.70,115.47,-10.66,-5.81
-0.49,-1.80,0.70,7.47,-10.66,9.19
-0.49,-1.80,0.70,43.47,-17.66,-0.81
-0.49,-1.80,0.70,-100.53,6.34,-5.81
-0.49,-1.80,0.70,43.47,-3.66,9.19
-0.49,-1.80,0.70,7.47,-10.66,-5.81
-0.49,-1.80,0.70,-136.53,13.34,9.19
-0.49,-1.80,0.70,-28.53,-3.66,14.19
-0.49,-1.80,0.70,-172.53,-17.66,-5.81
-0.49,-1.80,0.70,-136.53,13.34,-10.81
-0.49,-1.80,0.70,7.47,-3.66,4.19
-0.49,-1.80,0.70,-136.53,-17.66,-5.81
-0.49,-1.80,0.70,-172.53,-3.66,9.19
-0.49,-1.80,0.70,-136.53,-10.66,-5.81
-0.49,-1.80,0.70,151.47,13.34,-10.81
-0.49,-1.80,0.70,79.47,6.34,-0.81
-0.49,-1.80,0.70,-100.53,6.34,14.19
-0.49,-1.80,0.70,43.47,-10.66,9.19
-0.49,-1.80,0.70,-64.53,-17.66,4.19
-0.49,-1.80,0.70,7.47,13.34,-5.81
-0.49,-1.80,0.70,79.47,-17.66,-10.81
-0.49,-1.80,0.70,-64.53,6.34,14.19
-0.49,-1.80,0.70,79.47,-3.66,9.19
-0.49,-1.80,0.70,7.47,-3.66,-0.81
-0.49,-1.80,0.70,151.47,6.34,-10.81
-0.49,-1.80,0.70,-100.53,13.34,4.19
-0.49,-1.80,0.70,-172.53,-3.66,-10.81
-0.49,-1.80,0.70,151.47,-3.66,-5.81
-0.49,-1.80,0.70,-100.53,-3.66,9.19
-0.49,-1.80,0.70,79.47,6.34,4.19
-0.49,-1.80,0.70,-100.53,-17.66,9.19
-0.49,-1.80,0.70,-64.53,-3.66,-5.81
-0.49,-1.80,0.70,79.47,6.34,14.19
-0.49,-1.80,0.70,-28.53,-3.66,9.19
-0.49,-1.80,0.70,-172.53,-10.66,9.19
-0.49,-1.80,0.70,-64.53,-10.66,-5.81
-0.49,-1.80,0.70,79.47,-10.66,-0.81
-0.49,-1.80,0.70,43.47,6.34,9.19
-0.49,-1.80,0.70,7.47,13.34,9.19
-0.49,-1.80,0.70,7.47,-3.66,14.19
-0.49,-1.80,0.70,115.47,6.34,4.19
-0.49,-1.80,0.70,115.47,13.34,14.19
-0.49,-1.80,0.70,-100.53,13.34,14.19
-0.49,-1.80,0.70,79.47,13.34,14.19
-0.49,-1.80,0.70,43.47,-10.66,-0.81
-0.49,-1.80,0.70,-100.53,6.34,-10.81
-0.49,-1.80,0.70,-136.53,-3.66,-5.81
-0.49,-1.80,0.70,115.47,-17.66,-10.81
-0.49,-1.80,0.70,-64.53,-10.66,14.19
-0.49,-1.80,0.70,115.47,-3.66,14.19
-0.49,-1.80,0.70,79.47,-17.66,4.19
-0.49,-1.80,0.70,151.47,6.34,4.19
-0.49,-1.80,0.70,-136.53,13.34,-5.81
-0.49,-1.80,0.70,-64.53,-17.66,-5.81
-0.49,-1.80,0.70,7.47,13.34,4.19
-0.49,-1.80,0.70,-28.53,-10.66,-0.81
-0.49,-1.80,0.70,151.47,6.34,9.19
-0.49,-1.80,0.70,-64.53,-10.66,9.19
-0.49,-1.80,0.70,115.47,-3.66,4.19
-0.49,-1.80,0.70,43.47,13.34,4.19
-0.49,-1.80,0.70,-172.53,13.34,9.19
-0.49,-1.80,0.70,-172.53,6.34,9.19
-0.49,-1.80,0.70,151.47,-17.66,4.19
-0.49,-1.80,0.70,43.47,-17.66,9.19
-0.49,-1.80,0.70,-28.53,6.34,9.19
-0.49,-1.80,0.70,151.47,13.34,9.19
-0.49,-1.80,0.70,79.47,13.34,9.19
-0.49,-1.80,0.70,-136.53,13.34,14.19
-0.49,-1.80,0.70,-28.53,13.34,14.19
-0.49,-1.80,0.70,-136.53,-10.66,14.19
-0.49,-1.80,0.70,-136.53,6.34,4.19
-0.49,-1.80,0.70,-136.53,-10.66,4.19
-0.49,-1.80,0.70,151.47,13.34,-5.81
-0.49,-1.80,0.70,-136.53,-17.66,-0.81
-0.49,-1.80,0.70,-28.53,-17.66,-5.81
-0.49,-1.80,0.70,-28.53,-3.66,-0.81
-0.49,-1.80,0.70,-172.53,6.34,-0.81
-0.49,-1.80,0.70,7.47,6.34,9.19
-0.49,-1.80,0.70,151.47,-3.66,14.19
-0.49,-1.80,0.70,-136.53,-3.66,-0.81
-0.49,-1.80,0.70,151.47,-3.66,4.19
-0.49,-1.80,0.70,-28.53,-3.66,-5.81
-0.49,-1.80,0.70,7.47,13.34,-10.81
-0.49,-1.80,0.70,-172.53,6.34,4.19
-0.49,-1.80,0.70,7.47,-10.66,-0.81
-0.49,-1.80,0.70,7.47,-3.66,-5.81
-0.49,-1.80,0.70,-136.53,-3.66,-10.81
-0.49,-1.80,0.70,7.47,-10.66,4.19
-0.49,-1.80,0.70,-172.53,13.34,-5.81
-0.49,-1.80,0.70,-64.53,13.34,-5.81
-0.49,-1.80,0.70,79.47,-10.66,4.19
-0.49,-1.80,0.70,115.47,-3.66,-0.81
-0.49,-1.80,0.70,115.47,-10.66,4.19
-0.49,-1.80,0.70,115.47,13.34,-10.81
-0.49,-1.80,0.70,151.47,-10.66,-10.81
-0.49,-1.80,0.70,-172.53,-17.66,-0.81
-0.49,-1.80,0.70,-28.53,-17.66,-10.81
-0.49,-1.80,0.70,-100.53,-17.66,-0.81
-0.49,-1.80,0.70,-28.53,-3.66,-10.81
-0.49,-1.80,0.70,151.47,13.34,14.19
-0.49,-1.80,0.70,79.47,13.34,4.19
-0.49,-1.80,0.70,43.47,6.34,-0.81
-0.49,-1.80,0.70,79.47,-10.66,14.19
-0.49,-1.80,0.70,-100.53,6.34,9.19
-0.49,-1.80,0.70,115.47,-3.66,-5.81
-0.49,-1.80,0.70,151.47,-3.66,-10.81
-0.49,-1.80,0.70,115.47,-3.66,-10.81
-0.49,-1.80,0.70,-172.53,13.34,-10.81
-0.49,-1.80,0.70,115.47,6.34,-5.81
-0.49,-1.80,0.70,151.47,-10.66,9.19
-0.49,-1.80,0.70,79.47,13.34,-5.81
-0.49,-1.80,0.70,-64.53,-3.66,-0.81
-0.49,-1.80,0.70,-100.53,-3.66,-5.81
-0.49,-1.80,0.70,-100.53,-17.66,14.19
-0.49,-1.80,0.70,79.47,-3.66,14.19
-0.49,-1.80,0.70,-64.53,13.34,4.19
-0.49,-1.80,0.70,-172.53,13.34,4.19
-0.49,-1.80,0.70,115.47,6.34,-0.81
-0.49,-1.80,0.70,43.47,-10.66,4.19
-0.49,-1.80,0.70,-64.53,-10.66,4.19
-0.49,-1.80,0.70,-64.53,-10.66,-10.81
-0.49,-1.80,0.70,7.47,6.34,4.19
-0.49,-1.80,0.70,7.47,-17.66,14.19
-0.49,-1.80,0.70,-136.53,-17.66,14.19
-0.49,-1.80,0.70,-64.53,6.34,-0.81
-0.49,-1.80,0.70,43.47,13.34,9.19
-0.49,-1.80,0.70,-28.53,6.34,14.19
-0.49,-1.80,0.70,43.47,-17.66,-5.81
-0.49,-1.50,1.10,-62.74,-3.36,10.85
-0.49,-1.50,1.10,-98.74,-17.36,-9.15
-0.49,-1.50,1.10,45.26,-17.36,-14.15
-0.49,-1.50,1.10,-98.74,13.64,-14.15
-0.49,-1.50,1.10,153.26,-17.36,10.85
-0.49,-1.50,1.10,-134.74,-17.36,0.85
-0.49,-1.50,1.10,45.26,-17.36,-9.15
-0.49,-1.50,1.10,-62.74,6.64,-14.15
-0.49,-1.50,1.10,45.26,13.64,-14.15
-0.49,-1.50,1.10,-134.74,-17.36,10.85
-0.49,-1.50,1.10,45.26,-17.36,10.85
-0.49,-1.50,1.10,45.26,6.64,-4.15
-0.49,-1.50,1.10,-134.74,-10.36,-9.15
-0.49,-1.50,1.10,45.26,-17.36,5.85
-0.49,-1.50,1.10,-26.74,-3.36,0.85
